Category,Product,Price
Women,Armaan (Desire) - Mustard Stole,Dhs. 60.00
Women,Virsa (Heritage) - Royal Blue Odhni,Dhs. 65.00
Women,Karvaan (Explorers) - Teal Blue Stole,Dhs. 65.00
Women,Parvaaz (Wings Of Freedom) - Stole,Dhs. 85.00
Women,Armaan (Desire) - Indigo Stole,Dhs. 85.00
Women,Virsa (Heritage) - Beige Odhni,Dhs. 65.00
Women,Rashk (Envious Moon) - Maroon & Tan Shawl,Dhs. 65.00
Women,Karvaan (Explorers) - Light Brown Stole,Dhs. 55.00
Women,Sleeveless Co-ord Set - Black,Dhs. 55.00
Women,Zeenat (Timeless Beauty) - Emerald Green Scarf,Dhs. 65.00
Women,Parvaaz (Wings Of Freedom) - Green Weaved Stole,Dhs. 65.00
Women,Zeest Scarf - Shades of Desert,Dhs. 85.00
Women,Sleeveless Co-ord Set - Beige,Dhs. 85.00
Women,Zohra (Beaming Beauty) - Black Silk Shirt,Dhs. 105.00
Women,Armaan (Desire) - Beige Stole,Dhs. 105.00
Women,Aqs (Reflection) - Scarf,Dhs. 60.00
Women,Armaan (Desire) - Deep Green Stole,Dhs. 60.00
Women,Jazba (Passion) - Green Weaved Stole,Dhs. 65.00
Women,Gulistan (Flowerland) - Brick Red Stripes Dupatta,Dhs. 65.00
Women,Gulbahar Dupatta - Brick Red,Dhs. 80.00
Women,Qalb (Heart) - Grey Teal Set,Dhs. 80.00
Women,Uns (Affection) - Stole,Dhs. 70.00
Women,Riwayat (Tradition) - Stole,Dhs. 70.00
Women,Gulistan (Flowerland) - Brick Red Stripes Kurta,Dhs. 70.00
Women,Zeenat (Timeless Beauty) - Antique Maroon Scarf,Dhs. 70.00
Women,Parvaaz (Wings Of Freedom) - Beige Weaved Stole,Dhs. 180.00
Women,Fitrat (Spirit of Nature) - Indigo Dupatta,Dhs. 180.00
Women,Jazba (Passion) - Beige Weaved Stole,Dhs. 55.00
Women,Junoon (Passion) - Rosewood Stole,Dhs. 55.00
Women,Huroof (Arabic Letter) - Black Stole,Dhs. 55.00
Women,Straight Pant - Black,Dhs. 55.00
Women,Safar (Journey Of Life) - Green & Black Scarf,Dhs. 60.00
Women,Fitrat (Spirit of Nature) - Green Dupatta,Dhs. 60.00
Women,Noor (Light Of Grace) - Shades of Forest Long Shrug,Dhs. 70.00
Women,Junoon (Passion) - Emerald Green Stole,Dhs. 70.00
Women,Kaavish (Efforts) - Green & Brown Overshirt,Dhs. 150.00
Women,Huroof (Arabic Letter) - Black Scarf,Dhs. 150.00
Women,Zeenat (Timeless Beauty) - Antique Maroon Odhni,Dhs. 65.00
Women,Jazba (Passion) - Maroon Weaved Stole,Dhs. 65.00
Women,Zipper Hoodie - French Vanilla,Dhs. 145.00
Women,Alfaaz (Words) - Beige Kurta,Dhs. 145.00
Women,360° Tee (Women) - Space Blue,Dhs. 60.00
Women,Sooraj (Sun) - Cream & Black Scarf,Dhs. 60.00
Women,Qadr (Value Of Appreciation) - Olive Green Set,Dhs. 85.00
Women,360° Tee (Women) - Thunder Blue,Dhs. 85.00
Women,Zeest Scarf - Shades of Sea,Dhs. 80.00
Women,360° Tee (Men) - Space Blue,Dhs. 80.00
Women,Fitrat (Spirit of Nature) - Indigo Flared Anarkali,                                      from Dhs. 120.00                                                          
Women,Mumtaz Kurta - Black Gold,Dhs. 115.00
Women,Junoon (Passion) - Black Stole,Dhs. 115.00
Women,360° Tee (Men) - Thunder Blue,Dhs. 65.00
Women,Karvaan (Explorers) - Grey Stole,Dhs. 65.00
Women,Qadr (Value Of Appreciation) - Teal Blue Set,Dhs. 70.00
Women,360° Tee (Men) - Autumn Blaze,Dhs. 70.00
Women,Noor (Light Of Grace) - Shades of Forest Long Shirt,Dhs. 65.00
Women,360° Tee (Women) - Autumn Blaze,Dhs. 65.00
Women,Husn (Beauty) - Amber Saree,Dhs. 110.00
Women,Jahaan (Universe) - Stole,Dhs. 110.00
Women,Zeenat (Timeless Beauty) - Emerald Green Odhni,Dhs. 70.00
Women,Zipper Hoodie - Raven Black,Dhs. 70.00
Women,Fitoor (Passionate Love) - Maroon Kurta,Dhs. 105.00
Women,Noor (Light of Grace) - Shades of Forest Stole,Dhs. 105.00
Women,Gulzar (Blooming Garden) - Maroon Co-ord Set,Dhs. 70.00
Women,Rashk (Envious Moon) - Blue & White Shawl,Dhs. 105.00
Women,Mumtaz Kurta - Teal Green,Dhs. 105.00
Women,Sukoon (Peace) - Sea Blue Kurta,Dhs. 115.00
Women,Arzoo (Desire) - Co-ord Set - Teal & Orange,Dhs. 115.00
Women,Zipper Hoodie - Deep Teal,Dhs. 99.00
Women,Jazba (Passion) - Grey Weaved Stole,Dhs. 99.00
Women,Meraas (Legacy) - Beige Odhni,                                      from Dhs. 115.00                                                          
Women,360° Tee (Women) - Musky Green,Dhs. 110.00
Women,Sooraj (Sun) - Shades Of Dusk Shrug,Dhs. 110.00
Women,360° Tee (Men) - Rustic Red,Dhs. 80.00
Women,Roshni (The Spark Within) - Mint & Pink Kurta,Dhs. 80.00
Women,Umeed (Hope) - Teal Blue Kurta,Dhs. 85.00
Women,Talaash (Search) - Shades of Green Odhni,Dhs. 85.00
Women,Anmol (Precious) - Green & Gold Kurta,Dhs. 70.00
Women,Phool (Flower) - Beige & Green Kurta,Dhs. 70.00
Women,Jet Black Nora Set,Dhs. 150.00
Women,360° Tee (Women) - Rustic Red,Dhs. 70.00
Women,Pullover Hoodie - Midnight Blue,Dhs. 70.00
Women,Magenta - Lucknow (Women),Dhs. 105.00
Women,Tarz (Flair & Flourish) - Shaded Green & Orange Scarf,Dhs. 105.00
Women,Rangeen (Colorful) - Stripes Kurta,Dhs. 160.00
Women,Arzoo (Desire) - Co-ord Set - Off White & Maroon,Dhs. 160.00
Women,Junoon (Passion) - Midnight Blue Stole,Dhs. 60.00
Women,Parvaaz (Wings Of Freedom) - Grey Weaved Stole,Dhs. 60.00
Women,Sitaray (Beyond The Stars) - Off White Shirt,Dhs. 80.00
Women,Gulistan (Flowerland) - Blue Stripes Dupatta,Dhs. 80.00
Women,Zamana (Era of Dreams) - Black and Olive Green Cape,                                      from Dhs. 115.00                                                          
Women,360° Tee (Men) - Musky Green,Dhs. 65.00
Women,Retro Stripes Shirt - Dark Green,Dhs. 65.00
Women,Straight Pant - Beige,Dhs. 65.00
Women,Yaqeen (Belief) - Teal Green Kurta,Dhs. 65.00
Women,Zipper Hoodie - Ash Lavender,Dhs. 65.00
Women,Rashk (Envious Moon) - Green & Beige Shawl,Dhs. 105.00
Women,Burnt Orange Nora Set,Dhs. 105.00
Women,Virsa Co-ord Set - Black Gold,Dhs. 180.00
Women,Fitoor (Passionate Love)  - Green Kurta,Dhs. 180.00
Women,Rust Orange Pullover Hoodie,Dhs. 130.00
Women,Chaman (Garden) - Bottle Green Co-ord Set,Dhs. 130.00
Women,Gulbahar Dupatta - Blue,Dhs. 110.00
Women,Blocks Silk Co-ord Set - Royal Maroon & Gold,Dhs. 110.00
Women,Cloud White - Lucknow (Women),Dhs. 105.00
Women,Virsa Co-ord Set - Earthy Green,Dhs. 105.00
Women,Gulnaar (Fruit Flora) - Black Stole,Dhs. 140.00
Women,Gul-e-Jahaan (World Of Florals) - Blue Kurta,Dhs. 140.00
Women,Alfaaz (Words) - Green A-Line Kurta,Dhs. 65.00
Women,Noor (Light of Grace) - Shades of Sunset Stole,Dhs. 65.00
Women,Esra Co-ord Set - Black,Dhs. 130.00
Women,Phool (Flower) - Teal & Magenta Kurta,Dhs. 130.00
Women,Gulnaar (Fruit Flora) - Green Stole,Dhs. 55.00
Women,Virsa (Heritage) - Maroon Coat,Dhs. 55.00
Women,Beige Pants,Dhs. 130.00
Women,Gulnaar (Fruit Flora) - Purple Stole,Dhs. 130.00
Women,Fitoor (Passionate Love) - Black Kurta,Dhs. 35.00
Women,White Sand Zipper Hoodie,Dhs. 35.00
Women,Virsa Co-ord Set - Grey,Dhs. 55.00
Women,Ruby Red Mira Set,Dhs. 55.00
Women,Rust Orange Zipper Hoodie,Dhs. 110.00
Women,Jahaan (Universe) - Sage Green Anarkali Set,Dhs. 110.00
Women,Ruby Red Nora Set,Dhs. 110.00
Women,Chaman (Garden) - Antique Beige Co-ord Set,Dhs. 110.00
Women,Magenta Nora Set,Dhs. 130.00
Women,Gulistan (Flowerland) - Mustard Stripes Dupatta,Dhs. 130.00
Women,Ishq (Love) - Black & Rust Stole,Dhs. 180.00
Women,Qudrat (Wonders Of Nature) - Blue Shrug,Dhs. 180.00
Women,Straight Pant - White,Dhs. 50.00
Women,Yaqeen (Belief) - Olive Green Kurta,Dhs. 50.00
Women,Husn (Beauty) - Shaded Purple Stole,Dhs. 75.00
Women,Zipper Hoodie - Very Plum,Dhs. 75.00
Women,Esra Velvet Co-ord Set - Black,Dhs. 55.00
Women,Virsa (Heritage) - Black Coat,Dhs. 55.00
Women,Mauve Pink Pullover Hoodie,Dhs. 110.00
Women,Yaqeen (Belief) - Monochrome Kurta,Dhs. 110.00
Women,Jahaan (Universe) - Burnt Orange Embroidered Dupatta,Dhs. 195.00
Women,Sehar (New Beginnings) - Beige and Green Cape,Dhs. 195.00
Women,Ruby Red - Lucknow (Women),Dhs. 130.00
Women,Elora Velvet Co-ord Set - Earthy Green,Dhs. 130.00
Women,Rung (Colors of Life) - Black & Blue Scarf,Dhs. 105.00
Women,Deep Teal Mira Set,Dhs. 105.00
Women,Jet Black Mira Set,Dhs. 75.00
Women,Black Inner,Dhs. 75.00
Women,Elora Velvet Co-ord Set - Black,Dhs. 195.00
Women,Phool (Flower) - Plum & Lilac Kurta,Dhs. 195.00
Women,Deep Teal Lucknow (Women),Dhs. 110.00
Women,Qadr (Value Of Appreciation) - Golden Brown Dupatta,Dhs. 110.00
Women,Jahaan (Universe) - Wine Red Anarkali Set,Dhs. 160.00
Women,Gulnaar (Fruit Flora) - Sage & Fuchsia Kurta,Dhs. 160.00
Women,Pullover Hoodie - Ash Lavender,Dhs. 70.00
Women,Meraas (Legacy) - Black Odhni,Dhs. 70.00
Women,Sitaray (Beyond The Stars) - Beige Shirt,Dhs. 180.00
Women,Vasl (Connection) - Ruby Red Set,Dhs. 180.00
Women,360° Tee (Men) - Dove White,Dhs. 115.00
Women,Aaina (Mirror) - Black Kaftaan,Dhs. 115.00
Women,Jet Black - Lucknow (Women),Dhs. 105.00
Women,Midnight Blue - Lucknow (Women),Dhs. 105.00
Women,Blocks Silk Co-ord Set - Emerald Green & Gold,Dhs. 85.00
Women,Vasl (Connection) - Burnt Orange Set,Dhs. 85.00
Women,Mauve Pink Zipper Hoodie,Dhs. 110.00
Women,Green & Yellow - Manto Blocks Stole,Dhs. 110.00
Women,Rashk (Envious Moon) - Green & Beige Kurta,Dhs. 55.00
Women,Sitaray (Beyond The Stars) - Blue Shirt,Dhs. 55.00
Women,Honey Mustard Jogger Pants - Women,Dhs. 115.00
Women,Aaina (Mirror) - Lime Green Kaftaan,Dhs. 115.00
Women,Pullover Hoodie - Very Plum,Dhs. 65.00
Women,Zamana (Era Of Dreams) - Ash Blue Overshirt,Dhs. 65.00
Women,Kaavish (Efforts) - Rustic Orange Stripes Coat,Dhs. 85.00
Women,Roshni (The Spark Within) - Beige & Red Kurta,Dhs. 85.00
Women,Soft Pink Mira Set,Dhs. 85.00
Women,Magenta Mira Set,Dhs. 85.00
Women,Honey Mustard Jogger Pants - Men,Dhs. 105.00
Women,Qadr (Value Of Appreciation) - Fern Green Dupatta,Dhs. 105.00
Women,Huroof (Arabic Letter) - Shaded Blue Stole,Dhs. 145.00
Women,White Sand Pullover Hoodie,Dhs. 145.00
Women,Qadr (Value Of Appreciation) - Turquoise Blue Set,Dhs. 110.00
Women,Parvaaz (Wings Of Freedom) - Maroon Weaved Stole,Dhs. 110.00
Women,Black Pants,Dhs. 65.00
Women,Honey Mustard Pullover Hoodie - Men,Dhs. 65.00
Women,Rung (Colors of Life) - Black & Pink Scarf,Dhs. 35.00
Women,Huroof (Arabic Letter) - Shaded Blue Shrug,Dhs. 35.00
Women,Magenta & Teal- Manto Blocks Stole,Dhs. 105.00
Women,Sage Green Zipper Hoodie,Dhs. 105.00
Women,Rhubarb Red Jogger Pants - Men,Dhs. 60.00
Women,Rhubarb Red Zipper Hoodie - Men,Dhs. 60.00
Women,Falak (Sky) - Shades of Leaves Scarf,Dhs. 140.00
Women,Jahaan (Universe) - Cloud White Anarkali Set,Dhs. 140.00
Women,Jogger Pants - Raven Black,Dhs. 55.00
Women,Gulnaar (Fruit Flora) - Mint & Teal Dupatta,Dhs. 55.00
Women,Emerald Green Mira Set,Dhs. 110.00
Women,Honey Mustard Zipper Hoodie - Men,Dhs. 110.00
Women,Vasl (Connection) - Sage Green Set,                                      from Dhs. 110.00                                                          
Women,Elora Co-ord Set - Earthy Green,Dhs. 145.00
Women,Sage Green Lucknow (Women),Dhs. 145.00
Women,Qadr (Value Of Appreciation) - Black Set,Dhs. 160.00
Women,Gulnaar (Fruit Flora) - Off White & Maroon Kurta,Dhs. 160.00
Women,Deep Purple Mira Set,Dhs. 110.00
Women,Deep Purple Lucknow (Women),Dhs. 110.00
Women,Jahaan (Universe) - Sage Green Embroidered Dupatta,Dhs. 115.00
Women,Huroof (Arabic Letter) - Shaded Green Shrug,Dhs. 115.00
Women,Rangreza (Vibrant Visions) - Stole,Dhs. 180.00
Women,Khayaal (Thoughts Of Manto) - Blue Kurta,Dhs. 180.00
Women,Gulnaar (Fruit Flora) - Mint & Teal Kurta,Dhs. 160.00
Women,Virsa (Heritage) - Shades Of Grey Silk Shirt,Dhs. 160.00
Women,Aaina (Mirror) - Arctic Blue Kaftaan,Dhs. 130.00
Women,Khayaal (Thoughts Of Manto) - Black Kurta,Dhs. 130.00
Women,Hayaat Odhni - Rustic Orange,Dhs. 140.00
Women,Paheli (Riddle Of Life) - Green & Orange Kurta,Dhs. 110.00
Women,Aaina (Mirror) - Rouge Pink Kaftaan,Dhs. 110.00
Women,Diwani (Madly In Love) - Rustic Orange Long Shirt,Dhs. 85.00
Women,Mustard Yellow Nora Set,Dhs. 85.00
Women,Vasl (Connection) - Burnt Orange Dupatta,Dhs. 85.00
Women,Phool (Flower) - Stole,Dhs. 85.00
Women,Pullover Hoodie - Deep Teal,Dhs. 180.00
Women,Cocoa Brown - Lucknow (Women),Dhs. 180.00
Women,Forest Green Pants,Dhs. 70.00
Women,Rust Orange Jogger Pants,Dhs. 70.00
Women,Khat-Nama (Letter Of Devotion) - Beige Odhni,Dhs. 55.00
Women,Gulistan (Flowerland) - Blue Stripes Kurta,Dhs. 55.00
Women,Kaavish (Efforts) - Teal & Blue Vasket,Dhs. 105.00
Women,White Sand Jogger Pants,Dhs. 105.00
Women,Green & Beige - Manto Blocks Co-Ord Set,Dhs. 160.00
Women,Sage Green Nora Set,Dhs. 160.00
Women,Red & White - Manto Blocks Co-Ord Set,Dhs. 110.00
Women,Virsa (Heritage) - Shades Of Blue Silk Shirt,Dhs. 110.00
Women,Soft-White Jogger Pants - Women,Dhs. 80.00
Women,Rhubarb Red Jogger Pants - Women,Dhs. 80.00
Women,Ferozi Stripes Kurta,Dhs. 85.00
Women,Vasl (Connection) - Black Set,Dhs. 85.00
Women,Rhubarb Red Pullover Hoodie - Men,Dhs. 85.00
Women,Primrose Yellow - Kalidaar,Dhs. 85.00
Women,Saqafat (Culture) - Green & Brown Kurta,Dhs. 80.00
Women,Sage Green Jogger Pants,Dhs. 80.00
Women,Gulnaar (Fruit Flora) - Lilac & Green Dupatta,Dhs. 110.00
Women,Mauve Pink Jogger Pants,Dhs. 110.00
Women,Falak (Sky) - Shades of Sea Scarf,Regular priceDhs. 110.00Dhs. 55.00          50% off
Women,Vasl (Connection) - Turquoise Blue Set,Dhs. 165.00
Women,Chaman (Garden) - Antique Beige Shirt,Dhs. 165.00
Women,Lyra Set - Caramel Brown,Dhs. 110.00
Women,Khat (Love Letter) - Rustic Orange Kurta,Dhs. 75.00
Women,Vasl (Connection) - Ruby Red Dupatta,Dhs. 75.00
Women,Pullover Hoodie - Raven Black,Dhs. 70.00
